Player Name,Position Name,Activity Name,Period Name,Period Number,Date_obj,Start Time,End Time,Day Name,Month Name,Total Player Load,Total Distance,Tot IMA,High Speed Distance,IMA Accel High,IMA Accel Low,IMA Accel Medium,IMA CoD Left High,IMA CoD Left Low,IMA CoD Left Medium,IMA CoD Right High,IMA CoD Right Low,IMA CoD Right Medium,IMA Decel High,IMA Decel Low,IMA Decel Medium,Maximum Velocity,Meterage Per Minute,Player Load Per Minute,Velocity Band 1 Total Distance,Velocity Band 2 Total Distance,Velocity Band 3 Total Distance,Velocity Band 4 Total Distance,Velocity Band 5 Total Distance
FH3,Forward/Mid,Practice 10-18-16,PCA Passing,6,10/18/2016,12:06:18,12:23:33,Tuesday,October,71.47671,973.74683,55,27.77,0,11,2,0,18,6,0,4,0,1,12,1,4.7205,56.4251,4.14182,580.04999,365.88,27.77,0,0
FH4,Mid/Back,Practice 10-18-16,PCA Passing,6,10/18/2016,12:06:18,12:23:33,Tuesday,October,24.29892,245.85962,34,0,5,1,1,1,7,5,0,5,1,0,6,2,2.8385,14.24667,1.40803,222.39999,23.48,0,0,0
FH5,Mid/Back,Practice 10-18-16,PCA Passing,6,10/18/2016,12:06:18,12:23:33,Tuesday,October,62.50887,682.06982,89,0,20,11,3,3,22,12,1,12,3,0,2,0,3.7565,39.52348,3.62216,499.35999,182.69,0,0,0
FH6,Forward,Practice 10-18-16,PCA Passing,6,10/18/2016,12:06:18,12:23:33,Tuesday,October,72.46812,730.4707,52,0,0,2,2,4,13,12,0,15,2,1,1,0,3.4995,42.32813,4.19927,454.57999,275.89001,0,0,0
FH1,Midfield,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,1027.16792,9354.39893,652,1167.36,14,97,25,8,138,28,17,179,50,13,69,14,6.6685,62.87516,6.90406,3534.48999,4652.79999,626.26,411.96,129.14
FH7,Forward,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,1048.41273,9782.94965,406,1249.27999,1,62,14,3,110,16,7,84,23,2,62,22,6.6155,65.75565,7.04686,4047.14001,4486.69986,685.58999,406.15,157.54
FH8,Forward,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,880.9726,8347.23608,633,657.23,20,90,40,33,120,19,22,196,41,6,42,4,7.1665,56.10556,5.92142,4002.18005,3687.86,388.07,191.49,72.14
FH15,Mid/Back,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,802.42361,8738.21442,543,700.20002,4,61,19,13,167,57,4,116,24,3,61,14,6.6765,58.73351,5.39345,3173.68994,4864.45001,387.93001,269.74001,42.53
FH11,Mid,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,876.12206,10842.3075,897,1485.51001,23,99,30,40,318,66,10,214,29,8,44,16,6.7685,74.61741,6.02952,3323.38998,6034.61006,838.35001,515.84,130.77
FH12,Midfield,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,828.86061,8888.60834,591,709.09,13,108,20,9,183,26,6,168,13,1,34,10,6.4895,59.74437,5.57115,3192.65002,4986.90001,436.61001,226.44999,46.03
FH13,Mid/Forward,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,823.92738,8293.89014,464,687.04,19,90,26,13,102,28,4,120,17,0,43,2,6.2745,55.747,5.53799,3674.25005,3932.63003,457.68,185.8,43.56
FH14,Forward,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,842.22837,8488.76935,727,818.54,16,110,29,17,247,54,8,117,16,14,80,19,6.2185,57.05687,5.661,2830.68997,4839.66991,599.37999,188.19001,30.97
FH9,Mid/Forward,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,943.83927,9497.66199,611,1150.73999,10,104,27,12,201,42,8,111,16,3,65,12,7.7965,63.8381,6.34397,3578.08998,4768.94992,795.48999,293.32,61.33
FH2,Back,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,770.18344,7968.85931,459,667.76,4,67,19,2,175,22,4,100,8,2,44,12,6.5795,53.56232,5.17675,3085.07007,4215.96001,356.31,250.38,61.07
FH3,Forward/Mid,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,711.77946,9116.93585,632,851.50997,6,93,28,14,181,41,3,137,20,4,83,22,6.0925,61.27906,4.78419,4297.89999,3967.78996,584.61998,243.63999,23.25
FH4,Mid/Back,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,611.42895,8181.50769,513,614.65,11,55,16,13,151,26,3,140,19,2,53,24,6.3775,54.99163,4.10969,3550.50996,4016.49007,389.32,192.79,32.54
FH5,Mid/Back,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,704.19623,8590.78418,488,830.61,8,53,11,8,168,32,6,89,24,6,62,21,6.9795,58.53003,4.79777,3554.48,4206.86008,433.09,295.37,92.71
FH6,Forward,Practice 10-19-16,Session,0,10/19/2016,14:57:50,17:32:22,Wednesday,October,866.95114,8745.21899,464,755.96998,12,100,29,8,121,42,4,93,17,1,34,3,6.3925,58.78059,5.82717,3799.94995,4188.66,446.04999,251.44999,58.47
FH1,Midfield,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,95.0736,697.25928,39,73.13,0,7,3,2,5,3,0,4,8,0,7,0,5.2045,42.70765,5.82333,292.20001,332.29999,64.97,8.16,0
FH7,Forward,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,80.64627,603.961,8,48.43,0,3,1,0,0,1,0,2,0,0,1,0,4.8495,36.99306,4.93964,297.76999,257.76001,48.43,0,0
FH8,Forward,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,99.08713,519.56604,97,29.84,2,4,3,25,8,4,14,16,8,5,6,2,4.7815,31.8238,6.06916,287.84,201.82001,29.84,0,0
FH15,Mid/Back,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,76.16507,582.07385,21,45.81,0,4,0,0,6,0,0,4,0,0,5,2,4.9405,35.65245,4.66517,253.92,282.37,45.81,0,0
FH11,Mid,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,71.47652,712.37683,33,84.09,0,10,6,0,7,0,0,4,1,0,5,0,5.5575,43.63361,4.37799,219.17999,409.20001,35.92,48.17,0
FH12,Midfield,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,69.86929,653.60022,21,23.94,0,0,0,0,9,1,0,6,1,0,3,1,5.6265,40.0335,4.27955,266.13,363.53,19.11,4.83,0
FH13,Mid/Forward,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,67.95092,529.45605,15,24.23,1,3,0,0,6,0,0,3,0,0,2,0,4.6305,32.42958,4.16204,252.86,252.37,24.23,0,0
FH14,Forward,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,61.13875,370.0238,68,57.93,0,15,1,1,9,3,6,5,4,13,8,3,5.1125,22.66423,3.74479,197.39999,114.49,56.48,1.45,0
FH9,Mid/Forward,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,77.76138,602.56006,53,59.01,2,10,6,0,10,1,0,9,1,0,13,1,7.7965,36.90725,4.76294,245.05,298.48999,55.66,3.35,0
FH2,Back,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,69.59204,525.17694,21,39.13,0,6,4,0,5,0,0,2,0,0,4,0,4.8105,32.16748,4.26256,209.57001,276.41,39.13,0,0
FH3,Forward/Mid,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,69.98143,905.10101,22,34.05,1,8,2,0,5,0,0,2,0,0,2,2,4.7205,55.43811,4.28641,503.60001,367.54999,34.05,0,0
FH4,Mid/Back,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,57.21361,609.32031,6,35.84,0,0,0,0,1,0,0,4,1,0,0,0,6.3215,37.32132,3.50438,245.50999,327.94,20.51,13.54,1.79
FH5,Mid/Back,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,69.43525,726.15198,16,42.43,0,4,0,0,6,1,0,3,0,0,2,0,4.7855,44.47735,4.25296,275.5,408.17001,42.43,0,0
FH6,Forward,Practice 10-19-16,Warm-Up,1,10/19/2016,14:57:50,15:14:09,Wednesday,October,80.6537,658.74402,29,18.03,0,11,2,0,5,1,0,7,0,0,3,0,4.4625,40.34856,4.9401,300.32999,340.39001,18.03,0,0
FH1,Midfield,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,131.4852,1317.25,202,4.68,4,29,12,4,41,8,2,56,19,6,17,4,4.7865,65.24216,6.51234,407.20999,905.35999,4.68,0,0
FH7,Forward,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,103.41103,1026.48999,114,6.46,0,11,1,2,30,6,0,29,7,2,20,6,4.6035,50.84109,5.12185,448.09,571.94,6.46,0,0
FH8,Forward,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,103.54357,1400.39258,112,0,3,22,1,1,22,2,0,42,8,1,10,0,3.8485,69.36013,5.12842,702.58002,697.84998,0,0,0
FH15,Mid/Back,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,84.0199,919.89282,154,0,0,20,3,2,48,28,0,24,5,1,21,2,3.6565,45.56143,4.16143,308.29999,611.60999,0,0,0
FH11,Mid,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,92.08167,1112.92029,209,11.8,5,23,6,6,84,11,1,59,6,1,6,1,5.5155,55.1219,4.56072,333.29001,768.70001,4.51,7.29,0
FH12,Midfield,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,80.96319,1164.31494,113,0,4,40,5,2,24,4,3,25,1,0,4,1,3.9065,57.66743,4.01003,490.51001,673.83002,0,0,0
FH13,Mid/Forward,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,79.74432,947.71497,78,26.54,1,20,1,0,18,5,0,22,5,0,6,0,4.5535,46.93943,3.94966,450.98999,470.19,26.54,0,0
FH14,Forward,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,92.90665,992.6673,130,1.2,2,19,3,1,36,18,0,23,4,1,22,1,4.3045,49.16588,4.60158,341.60999,649.88,1.2,0,0
FH9,Mid/Forward,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,91.76965,1111.95007,95,0,0,20,4,2,43,10,1,7,1,0,5,2,4.1865,55.07384,4.54526,528.27002,583.67999,0,0,0
FH2,Back,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,94.35668,1007.08203,142,1.6,1,15,2,0,63,3,1,38,0,1,15,3,4.5345,49.87983,4.6734,261.85999,743.63,1.6,0,0
FH3,Forward/Mid,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,82.31236,1066.51709,143,1.16,2,31,6,3,30,9,0,28,4,4,20,6,4.2155,52.82359,4.07685,438.92999,626.46997,1.16,0,0
FH4,Mid/Back,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,83.0761,1134.06104,141,1.19,0,9,2,2,49,6,0,37,8,0,17,11,4.2485,56.16898,4.11468,373.48999,759.51001,1.19,0,0
FH5,Mid/Back,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,86.43827,1063.10754,124,21.12,0,10,0,2,54,10,2,22,1,2,15,6,6.4855,52.65472,4.28121,366.35999,675.73999,8.98,3.62,8.52
FH6,Forward,Practice 10-19-16,Basics,2,10/19/2016,15:14:12,15:34:23,Wednesday,October,102.21566,1070.62939,121,3.22,2,27,10,0,33,13,0,21,7,0,7,1,4.4345,53.02727,5.06265,300.45999,766.94,3.22,0,0
FH1,Midfield,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,183.43979,1780.16577,80,411.27,5,13,2,0,15,3,2,27,3,1,8,1,6.2365,98.69158,10.16982,638.31,730.45001,165.94,208.05,37.28
FH7,Forward,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,172.28548,1627.29175,67,398.92,0,11,1,0,20,4,2,7,3,0,15,4,6.5415,90.21631,9.55143,587.21002,641.15997,127.83,209.22,61.87
FH8,Forward,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,120.95098,1275.0741,96,266.43,5,18,6,1,19,4,3,30,6,0,4,0,6.3085,70.68953,6.70547,674.98999,333.72,119.25,106.87,40.31
FH15,Mid/Back,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,156.23981,1765.02515,96,432.79001,0,13,6,0,28,9,1,24,8,0,6,1,6.6765,97.85219,8.66186,536.92999,795.23999,166.52,223.74001,42.53
FH11,Mid,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,157.62538,1922.5769,193,484.52999,9,20,8,9,62,20,3,44,7,2,6,3,6.7685,106.58679,8.73868,538.81,899.40002,185.08,200.92999,97.97
FH12,Midfield,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,137.51935,1488.17249,100,314.13999,1,23,4,1,26,10,0,24,4,0,6,1,6.4895,82.5036,7.62401,481.89001,692.13,115.68,152.42999,46.03
FH13,Mid/Forward,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,118.98237,1280.62488,81,239.86,5,17,5,1,17,4,0,17,3,0,10,2,6.2745,70.99726,6.59633,577.75,463.03,93.04,107.72,39.1
FH14,Forward,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,153.29878,1628.34729,126,325.18001,1,14,4,2,53,8,1,22,4,0,14,3,6.2185,90.27483,8.49881,400.03,903.14001,181.73,128.57001,14.88
FH9,Mid/Forward,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,127.02325,1461.90918,107,299.92999,3,14,7,1,41,7,1,21,5,0,6,1,6.7195,81.04758,7.04211,649.69,512.25,133.53999,111.41,54.38
FH2,Back,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,138.39275,1440.43115,89,324.8,2,12,4,0,28,5,2,20,6,1,6,3,6.5795,79.85685,7.67243,455.06,660.58002,117.65,166.37,40.78
FH3,Forward/Mid,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,117.99734,1555.42786,122,293.69,2,14,8,5,39,6,0,29,4,0,12,3,6.0925,86.23221,6.54172,715.28998,546.51001,150.31,122.42,20.96
FH4,Mid/Back,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,99.24701,1336.32678,93,223.3,0,16,4,0,23,3,2,27,3,2,9,4,6.2905,74.08535,5.50221,569.57001,543.48999,108.22,96.68,18.4
FH5,Mid/Back,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,110.6699,1414.62427,103,296.72001,2,8,1,1,30,10,2,25,6,2,12,4,6.5045,78.42612,6.13549,582.03003,535.96997,141.99001,103.64,51.09
FH6,Forward,Practice 10-19-16,1v2,3,10/19/2016,15:34:26,15:52:28,Wednesday,October,146.80386,1535.30786,69,317.19998,1,14,5,1,22,6,1,11,3,1,4,0,6.3845,85.11677,8.13874,682.21002,535.90002,156.42999,128.14999,32.62
FH1,Midfield,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,253.99942,2310.41333,155,286.07999,4,22,4,1,27,6,9,49,14,3,12,4,6.0775,76.9108,8.45533,898.28003,1126.06006,217.50999,64.19,4.38
FH7,Forward,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,252.84622,2408.3103,112,277.02,0,19,6,1,27,2,3,27,5,0,16,6,6.6155,80.16967,8.41694,929.59998,1201.68994,187.02,80.85,9.15
FH8,Forward,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,220.44853,2147.94507,147,99.1,5,25,15,5,26,3,2,45,10,0,10,1,6.2175,71.50244,7.33846,1027.68005,1021.16998,79.15,13.83,6.12
FH15,Mid/Back,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,205.52029,2308.75659,134,92.76,0,11,6,7,34,12,1,35,9,1,13,5,5.5835,76.85565,6.84152,827.95001,1388.12,75.69,17.07,0
FH11,Mid,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,204.9032,2546.59082,188,269.44001,4,23,3,9,64,13,2,44,8,1,9,8,6.1715,95.85121,7.71236,739.10999,1538.07007,170.74001,89.82,8.88
FH12,Midfield,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,216.53851,2303.48608,156,157.74001,3,27,5,5,45,3,1,56,5,0,4,2,5.4205,76.6802,7.2083,820.19,1325.56995,129.46001,28.28,0
FH13,Mid/Forward,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,201.60199,2058.19043,117,105.11,4,19,9,1,24,8,2,38,4,0,8,0,5.6335,68.51461,6.71108,937.53003,1015.56,85.22,19.89,0
FH14,Forward,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,203.60306,2167.64014,184,128.71,6,29,12,3,69,12,0,26,2,0,19,6,5.4305,72.15806,6.77769,799.56,1239.68994,105.47,23.24,0
FH9,Mid/Forward,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,252.7393,2437.6499,158,272.52001,2,26,4,6,46,9,2,31,6,2,19,5,6.0245,81.14635,8.41338,853.41998,1311.87,193.07001,72.5,6.95
FH2,Back,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,189.44217,2104.56934,100,129.69,0,20,5,1,28,10,0,22,0,0,11,3,6.2145,70.05851,6.3063,943.59003,1031.31995,76.38,33.02,20.29
FH3,Forward/Mid,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,149.53209,1950.37329,120,73.39,0,15,3,1,35,13,2,26,4,0,16,5,5.4905,64.92551,4.97774,936.34003,940.69,63.76,9.63,0
FH4,Mid/Back,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,160.56094,2331.91382,133,222.68,2,14,4,6,33,6,1,39,5,0,16,7,5.8065,77.62653,5.34488,1057.45996,1051.78003,169.55,52.63,0.5
FH5,Mid/Back,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,171.21977,2143.20801,135,102.19,4,13,4,4,45,8,1,21,10,1,18,6,5.7885,76.43804,6.1066,928.70001,1113.30005,61.9,40.29,0
FH6,Forward,Practice 10-19-16,5v5,4,10/19/2016,15:58:03,16:28:05,Wednesday,October,211.68759,2183.46069,144,113.51,7,31,7,4,42,9,1,24,6,0,13,0,6.0065,72.68471,7.04682,995.41998,1073.87,59.2,47.3,7.01
FH1,Midfield,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,291.61911,2729.19629,109,347.3,1,12,2,1,35,0,3,30,5,2,14,4,6.6685,73.9907,7.90603,1040.95996,1340.93994,151.11,108.71,87.48
FH7,Forward,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,327.88846,3066.19873,75,437.51999,1,9,3,0,28,3,2,13,6,0,5,5,6.5235,83.12711,8.88932,1131.26001,1497.56995,259.32999,94.63,83.56
FH8,Forward,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,293.25531,2680.06201,141,261.86,4,17,12,1,32,5,3,49,7,0,10,1,7.1665,72.65863,7.95039,1019.16998,1399.03003,159.83,70.79,25.71
FH15,Mid/Back,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,237.2444,2786.18066,123,128.84,4,11,4,3,44,8,2,26,2,1,15,3,5.6215,75.53559,6.43189,1095.57996,1561.79004,99.91,28.93,0
FH11,Mid,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,279.13687,3621.98877,168,594.62001,1,14,5,5,67,9,4,48,6,2,3,4,6.0985,98.19502,7.56762,860.67999,2166.69995,401.07001,169.63,23.92
FH12,Midfield,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,293.98462,2991.56177,177,213.27,5,12,5,1,73,8,2,52,2,1,13,3,5.5555,81.10364,7.97016,939.60999,1838.67004,172.36,40.91,0
FH13,Mid/Forward,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,300.46475,2997.63477,119,283.82,4,19,8,4,28,8,1,31,5,0,11,0,6.0345,81.26828,8.14584,1092.65002,1621.16003,221.17,58.19,4.46
FH14,Forward,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,286.63837,2916.30859,155,305.19,7,21,5,7,59,7,1,30,1,0,13,4,6.1635,79.06346,7.771,795.75,1815.32996,254.17,34.93,16.09
FH9,Mid/Forward,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,345.57431,3388.3916,161,517.29999,3,30,4,3,47,12,2,34,3,1,19,3,5.7135,91.86201,9.3688,933.65997,1937.43994,411.23999,106.06,0
FH2,Back,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,248.80118,2662.20581,101,172.54,1,14,4,1,48,4,1,15,2,0,8,3,5.5535,72.17453,6.7452,1032.18005,1457.41003,121.55,50.99,0
FH3,Forward/Mid,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,231.35663,2868.67871,156,443.23999,1,12,6,5,50,12,1,38,6,0,21,4,5.8615,77.77218,6.27226,1155.58997,1269.85999,329.35999,111.59,2.29
FH4,Mid/Back,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,175.02519,2384.34717,103,128.56,5,10,5,3,33,9,0,27,2,0,8,1,6.3775,64.64156,4.74507,1019.75,1236.04004,86.77,29.94,11.85
FH5,Mid/Back,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,227.83064,2914.94336,79,327.44,1,10,3,1,27,3,1,16,3,1,10,3,6.9795,79.02645,6.17667,1220.83997,1366.68005,158.45,126.45,33.1
FH6,Forward,Practice 10-19-16,11v11,5,10/19/2016,16:28:08,17:05:01,Wednesday,October,255.48634,2676.36035,60,304.01,2,12,5,2,12,5,1,15,0,0,4,2,6.3925,72.55828,6.92644,1198.97998,1173.34998,209.17,76,18.84
FH1,Midfield,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,71.5508,520.11426,67,44.9,0,14,2,0,15,8,1,13,1,1,11,1,5.5995,19.05367,2.62116,257.53,217.69,22.05,22.85,0
FH7,Forward,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,111.33527,1050.69788,30,80.93,0,9,2,0,5,0,0,6,2,0,5,1,6.1975,38.49086,4.07861,653.21002,316.57999,56.52,21.45,2.96
FH8,Forward,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,43.68708,324.19629,40,0,1,4,3,0,13,1,0,14,2,0,2,0,3.6525,11.87648,1.60042,289.92001,34.27,0,0,0
FH15,Mid/Back,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,43.23414,376.28534,15,0,0,2,0,1,7,0,0,3,0,0,1,1,4.0135,13.78469,1.58382,151.00999,225.32001,0,0,0
FH11,Mid,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,70.89841,925.85388,106,41.03,4,9,2,11,34,13,0,15,1,2,15,0,4.9085,33.91737,2.59727,632.32001,252.53999,41.03,0,0
FH12,Midfield,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,29.98565,287.47284,24,0,0,6,1,0,6,0,0,5,0,0,4,2,3.7965,10.53117,1.09848,194.32001,93.17,0,0,0
FH13,Mid/Forward,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,55.18303,480.26904,54,7.48,4,12,3,7,9,3,1,9,0,0,6,0,4.8155,17.59399,2.02155,362.47,110.32,7.48,0,0
FH14,Forward,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,44.64276,413.78223,64,0.33,0,12,4,3,21,6,0,11,1,0,4,2,4.2205,15.15834,1.63543,296.34,117.14,0.33,0,0
FH9,Mid/Forward,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,48.97137,495.20117,37,1.98,0,4,2,0,14,3,2,9,0,0,3,0,4.4255,18.14101,1.794,368,125.22,1.98,0,0
FH2,Back,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,29.59862,229.39404,6,0,0,0,0,0,3,0,0,3,0,0,0,0,2.5905,8.40353,1.0843,182.81,46.61,0,0,0
FH3,Forward/Mid,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,60.59962,770.83789,69,5.98,0,13,3,0,22,1,0,14,2,0,12,2,4.5055,28.23858,2.21998,548.15002,216.71001,5.98,0,0
FH4,Mid/Back,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,36.3061,385.53857,37,3.08,4,6,1,2,12,2,0,6,0,0,3,1,4.7965,14.12367,1.33002,284.73001,97.73,3.08,0,0
FH5,Mid/Back,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,38.6024,328.74902,31,40.71,1,8,3,0,6,0,0,2,4,0,5,2,5.5785,12.04327,1.41415,181.05,107,19.34,21.37,0
FH6,Forward,Practice 10-19-16,PCA,6,10/19/2016,17:05:05,17:32:22,Wednesday,October,70.10398,620.71667,41,0,0,5,0,1,7,8,1,15,1,0,3,0,3.9075,22.7391,2.56816,322.54999,298.20999,0,0,0
FH7,Forward,Practice 10-21-16,Session,0,10/21/2016,10:09:04,11:10:43,Friday,October,280.43288,2682.15579,181,99.94,1,32,10,2,46,26,2,34,5,2,20,1,5.1185,43.5941,4.55798,1248.49995,1333.89005,91.89,8.05,0
FH8,Forward,Practice 10-21-16,Session,0,10/21/2016,10:09:04,11:10:43,Friday,October,156.85403,1621.60754,157,0,9,30,16,1,23,10,5,36,8,5,7,7,3.9025,26.3566,2.54941,1180.98001,440.66,0,0,0
FH15,Mid/Back,Practice 10-21-16,Session,0,10/21/2016,10:09:04,11:10:43,Friday,October,239.7062,2522.69379,312,102.37,13,34,5,30,68,48,1,67,13,4,23,6,5.5755,41.0023,3.89604,1416.18002,1003.95999,57.24,45.13,0
FH11,Mid,Practice 10-21-16,Session,0,10/21/2016,10:09:04,11:10:43,Friday,October,245.14615,3012.10394,383,106.49,54,51,22,29,89,23,2,83,14,0,13,3,5.8815,48.95687,3.98445,1435.79001,1470.18002,34.68,64.14,7.67
