Player Name,Position Name,Activity Name,Period Name,Period Number,Date_obj,Start Time,End Time,Day Name,Month Name,Total Player Load,Total Distance,Tot IMA,High Speed Distance,IMA Accel High,IMA Accel Low,IMA Accel Medium,IMA CoD Left High,IMA CoD Left Low,IMA CoD Left Medium,IMA CoD Right High,IMA CoD Right Low,IMA CoD Right Medium,IMA Decel High,IMA Decel Low,IMA Decel Medium,Maximum Velocity,Meterage Per Minute,Player Load Per Minute,Velocity Band 1 Total Distance,Velocity Band 2 Total Distance,Velocity Band 3 Total Distance,Velocity Band 4 Total Distance,Velocity Band 5 Total Distance
FH1,Midfield,AM Practice 8-11-16,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,1159.45028,10070.88693,526,826.66001,28,80,22,8,114,34,2,182,26,1,26,3,6.8665,64.0191,7.37045,4220.56986,5024.06007,545,180.85001,96.27
FH7,Forward,AM Practice 8-11-17,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,1042.92966,9186.53032,322,738.58,7,27,10,12,105,17,8,92,8,3,31,2,6.9305,58.39738,6.62975,3554.96005,4892.95992,488.84,192.19,56.22
FH8,Forward,AM Practice 8-11-18,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,923.09806,8728.42473,373,433.94999,13,52,26,8,91,18,10,124,15,1,10,5,6.4865,55.48527,5.86799,3525.75998,4769.05002,308.48999,97.59,27.87
FH10,Back,AM Practice 8-11-19,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,817.52952,9758.65793,358,837.70002,14,37,10,8,114,37,4,96,7,0,29,2,7.3115,62.03431,5.19691,3621.68991,5299.33998,566.08002,190.78,71.13
FH15,Mid/Back,AM Practice 8-11-20,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,758.79994,9345.81531,414,565.82001,12,54,8,16,116,35,1,96,15,4,47,10,6.8075,59.40993,4.82358,3498.95003,5281.38022,316.51001,172.62,73.54
FH11,Mid,AM Practice 8-11-21,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,865.30943,10752.3835,641,888.89001,24,83,45,22,201,47,7,147,30,1,30,4,6.5535,68.35127,5.50064,3528.43002,6335.3699,571.19,256.32001,61.38
FH12,Midfield,AM Practice 8-11-22,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,1062.38893,9402.49887,716,581.5,13,68,17,10,406,29,2,141,10,0,17,3,6.4445,59.77026,6.75344,3054.06009,5767.16986,399.32001,170.78999,11.39
FH13,Mid/Forward,AM Practice 8-11-23,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,440.36157,4566.203,108,150.88,2,4,3,9,44,7,6,22,6,1,3,1,6.2245,29.02666,2.79931,1660.97001,2754.55994,107.57,40.05,3.26
FH14,Forward,AM Practice 8-11-24,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,808.14947,9261.83861,460,622.08,27,47,18,28,208,35,0,68,5,1,18,5,6.5195,58.8761,5.13728,2880.86005,5758.99995,364.88,240.44,16.76
FH9,Mid/Forward,AM Practice 8-11-25,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,557.20877,5909.92123,196,500.43001,4,19,6,5,49,14,3,48,7,5,24,12,11.9705,37.56847,3.54209,2141.48007,3268.13989,216.08,96.65,21.24
FH2,Back,AM Practice 8-11-26,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,697.67349,8365.99422,348,411.11999,14,27,10,11,130,66,0,71,1,0,17,1,6.8085,53.18135,4.435,3612.10989,4342.85979,272.73999,118.81,17.65
FH3,Forward/Mid,AM Practice 8-11-27,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,755.90804,9652.71594,291,527.31999,34,46,15,11,84,14,1,37,13,1,32,3,4294967.5,61.36085,4.80519,4101.3099,5015.40019,355.38,129.92999,42.01
FH4,Mid/Back,AM Practice 8-11-28,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,485.13785,6267.97792,289,151.40001,59,27,5,17,48,23,3,78,3,3,17,6,5.7355,39.84458,3.08395,3060.47998,3056.12999,130.10001,21.3,0
FH5,Mid/Back,AM Practice 8-11-29,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,866.2659,9746.93393,323,757.03998,20,42,11,14,115,23,1,69,11,1,14,2,6.9155,61.95978,5.50672,3936.43006,5053.71979,503.23999,166.53999,81.39
FH6,Forward,AM Practice 8-11-30,Session,0,8/11/2016,7:00:29,10:01:00,Thursday,August,857.50266,8575.39771,429,522.65998,8,56,18,30,88,57,3,120,14,4,27,4,6.8975,54.5125,5.45101,3587.66005,4464.86006,300.95999,175.00999,42.09
FH1,Midfield,PM Practice 8-11-16,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,832.39504,7919.04303,524,818.05,58,88,27,18,96,32,,140,27,1,25,4,7.0865,44.20338,4.64635,4259.88998,2841.87005,330.33,290.45,172.38
FH7,Forward,PM Practice 8-11-17,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,764.51883,6702.11772,374,616.29999,8,44,16,12,103,28,,94,15,0,46,5,6.7695,37.41061,4.26747,3104.25001,2982.25993,394.82999,184.38,36.49
FH8,Forward,PM Practice 8-11-18,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,698.34434,6960.96657,378,489.11,22,57,19,3,85,14,,100,36,2,28,5,6.0555,38.85548,3.89809,3766.90002,2706.89,310.64,159.62,18.85
FH10,Back,PM Practice 8-11-19,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,643.13283,7064.12598,380,650.70998,8,56,10,3,136,32,,85,8,1,30,8,7.1885,39.43131,3.58991,3124.00996,3289.98002,344.91999,198.84999,96.52
FH15,Mid/Back,PM Practice 8-11-20,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,606.68286,6843.30697,393,635.94001,8,37,9,7,116,38,,101,16,1,43,13,6.6115,38.19872,3.38645,3184.24008,3023.73996,321.92,239.64001,74.38
FH11,Mid,PM Practice 8-11-21,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,650.79811,8073.70235,549,789.03999,19,78,32,23,166,32,,142,17,3,21,6,6.4515,45.06668,3.6327,3185.36006,4100.12005,526.01999,177.23,85.79
FH12,Midfield,PM Practice 8-11-22,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,780.58207,6870.03331,551,462.58001,26,88,17,7,210,26,,131,13,2,23,2,5.9315,38.3479,4.35714,2951.01997,3456.85996,345.15001,112.04,5.39
FH13,Mid/Forward,PM Practice 8-11-23,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,696.83278,7309.24386,394,763.26001,50,73,23,11,68,23,,86,24,0,24,4,7.1515,40.79954,3.88966,4109.28002,2436.78004,462.21001,207.81,83.98
FH14,Forward,PM Practice 8-11-24,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,650.68852,7170.67096,475,545.85001,14,72,19,22,153,44,,86,10,1,40,10,6.2975,40.02604,3.63208,2958.70001,3667.55008,344.79001,146.93,54.13
FH9,Mid/Forward,PM Practice 8-11-25,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,714.42891,7917.44553,348,1008.40999,6,72,10,7,108,20,,60,9,1,34,19,6.4535,44.19446,3.98788,3563.89007,3345.21001,559.89999,344.69,103.82
FH2,Back,PM Practice 8-11-26,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,579.48781,6984.84308,352,523.8,0,61,10,4,71,6,,110,17,10,43,15,6.4085,38.98876,3.23465,3745.89001,2715.24006,345.37,155.41,23.02
FH3,Forward/Mid,PM Practice 8-11-27,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,624.58086,7358.59426,413,454.69001,30,42,17,20,123,26,,82,11,3,43,14,6.3735,41.07501,3.48635,3970.85004,2933.63001,304.19001,111.55,38.95
FH4,Mid/Back,PM Practice 8-11-28,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,482.33899,6048.39252,353,305.23,35,44,7,18,87,33,,77,7,2,26,9,5.4195,33.76158,2.69237,2783.49003,2960.55,258.78,46.45,0
FH5,Mid/Back,PM Practice 8-11-29,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,654.66556,7794.87143,473,720.23,6,40,7,29,133,36,,120,17,3,61,16,6.3745,43.51027,3.65428,3630.96991,3444.25,524.66,163.74,31.83
FH6,Forward,PM Practice 8-11-30,Session,0,8/11/2016,16:00:12,19:02:22,Thursday,August,689.13964,6650.28546,420,492.28,4,58,15,15,101,79,,94,13,6,23,6,6.4835,37.12129,3.84672,3246.87005,2911.51996,322.7,132.18,37.4
FH1,Midfield,AM Practice 8-11-31,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,24.7734,194.05099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9505,136.06474,17.37062,4.21,190.23,0,0,0
FH7,Forward,AM Practice 8-11-32,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,26.62974,202.49223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9035,141.98357,18.67225,10.41,192.03999,0,0,0
FH8,Forward,AM Practice 8-11-33,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,24.80906,211.4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0315,148.27973,17.39562,9.78,202.03,0,0,0
FH10,Back,AM Practice 8-11-34,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,17.92228,210.80441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1045,147.81191,12.56675,7.78,203.11,0,0,0
FH15,Mid/Back,AM Practice 8-11-35,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,14.17298,198.74402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0015,139.35539,9.93782,5.17,193.91,0,0,0
FH11,Mid,AM Practice 8-11-36,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,17.89518,192.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9635,135.02699,12.54775,7.16,185.72,0,0,0
FH12,Midfield,AM Practice 8-11-37,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,26.68409,221.24692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2185,155.13398,18.71036,7.47,214.06,0,0,0
FH13,Mid/Forward,AM Practice 8-11-38,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,18.4223,204.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0105,143.73846,12.91735,8.33,196.87,0,0,0
FH14,Forward,AM Practice 8-11-39,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,16.32355,197.06224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9545,138.17616,11.44575,6.81,190.28999,0,0,0
FH9,Mid/Forward,AM Practice 8-11-40,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,20.33401,205.03403,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9815,143.76582,14.25781,6.91,198.25,0,0,0
FH2,Back,AM Practice 8-11-41,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,16.39297,206.4532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9225,144.76092,11.49443,6.97,199.58,0,0,0
FH3,Forward/Mid,AM Practice 8-11-42,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,18.08492,219.84778,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1285,154.15294,12.68079,8.66,211.45,0,0,0
FH4,Mid/Back,AM Practice 8-11-43,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,15.80134,206.60732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1345,144.86898,11.07959,6.75,199.89,0,0,0
FH5,Mid/Back,AM Practice 8-11-44,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,17.55936,205.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9825,144.30712,12.31228,2.12,203.94,0,0,0
FH6,Forward,AM Practice 8-11-45,Dynamic Warm-Up,1,8/11/2016,7:00:29,7:25:06,Thursday,August,25.23795,209.32642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9685,146.77556,17.69635,8.36,201.05,0,0,0
FH1,Midfield,PM Practice 8-11-31,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,78.41905,537.27081,18,0,0,3,1,0,4,0,,7,1,0,2,0,3.0315,34.0843,4.97488,267.44,269.89999,0,0,0
FH7,Forward,PM Practice 8-11-32,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,72.74744,505.104,21,0,0,1,2,0,8,0,,9,0,0,1,0,3.8465,32.04365,4.61508,264.91,240.86,0,0,0
FH8,Forward,PM Practice 8-11-33,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,73.2289,601.52789,13,1.25,0,1,0,0,2,0,,6,1,0,3,0,4.2785,38.16075,4.64562,334.44,265.88,1.25,0,0
FH10,Back,PM Practice 8-11-34,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,59.36327,499.67493,13,0,0,1,0,0,2,0,,8,1,0,1,0,3.5345,31.69923,3.76599,242.98,256.73001,0,0,0
FH15,Mid/Back,PM Practice 8-11-35,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,57.04198,495.85815,11,0,0,1,0,0,3,1,,5,0,0,1,0,3.3995,31.45709,3.61873,241.17999,254.72,0,0,0
FH11,Mid,PM Practice 8-11-36,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,53.15975,510.9801,32,0,0,6,3,0,10,4,,8,0,0,1,0,3.6365,32.41642,3.37244,228.84,282.17001,0,0,0
FH12,Midfield,PM Practice 8-11-37,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,61.90734,440.92642,10,0,0,2,1,0,6,0,,1,0,0,0,0,3.3935,27.97224,3.92738,212.08,228.92999,0,0,0
FH13,Mid/Forward,PM Practice 8-11-38,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,73.66509,513.08551,15,0,0,2,1,0,7,0,,4,0,0,1,0,3.5105,32.54999,4.67329,255.3,257.81,0,0,0
FH14,Forward,PM Practice 8-11-39,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,56.41247,484.28156,17,0,0,1,1,0,8,0,,4,1,0,1,1,3.2685,30.72268,3.57879,227.56,257.01999,0,0,0
FH9,Mid/Forward,PM Practice 8-11-40,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,58.43975,509.93292,29,4.59,0,9,3,1,11,0,,1,1,0,3,0,4.4025,32.34999,3.7074,296.88,208.52,4.59,0,0
FH2,Back,PM Practice 8-11-41,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,49.19575,590.52734,10,2.29,0,0,0,0,5,0,,5,0,0,0,0,5.2395,37.46288,3.12096,341.34,247.12,2.23,0.06,0
FH3,Forward/Mid,PM Practice 8-11-42,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,58.11354,528.11969,15,0,0,4,1,0,5,0,,5,0,0,0,0,3.6455,33.50375,3.68671,256.88,271.22,0,0,0
FH4,Mid/Back,PM Practice 8-11-43,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,49.97096,480.76572,11,0,0,4,0,0,4,0,,2,1,0,0,0,3.7705,30.49963,3.17014,223.69,257.10999,0,0,0
FH5,Mid/Back,PM Practice 8-11-44,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,52.95515,456.48303,10,0,0,0,1,0,6,0,,3,0,0,0,0,3.6575,28.95915,3.35946,222.24001,234.55,0,0,0
FH6,Forward,PM Practice 8-11-45,Warm-Up,1,8/11/2016,16:00:12,16:15:57,Thursday,August,66.42233,526.21185,26,0,0,7,1,0,9,1,,6,0,0,2,0,3.2215,33.38272,4.21381,258.35001,267.85999,0,0,0
FH1,Midfield,AM Practice 8-11-46,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,1134.67688,9876.83594,526,826.66001,28,80,22,8,114,34,2,182,26,1,26,3,6.8665,63.35996,7.27896,4216.35986,4833.83008,545,180.85001,96.27
FH7,Forward,AM Practice 8-11-47,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,1016.29993,8984.03809,322,738.58,7,27,10,12,105,17,8,92,8,3,31,2,6.9305,57.63266,6.51957,3544.55005,4700.91992,488.84,192.19,56.22
FH8,Forward,AM Practice 8-11-48,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,898.289,8516.95313,373,433.94999,13,52,26,8,91,18,10,124,15,1,10,5,6.4865,54.63631,5.76253,3515.97998,4567.02002,308.48999,97.59,27.87
FH10,Back,AM Practice 8-11-49,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,799.60724,9547.85352,358,837.70002,14,37,10,8,114,37,4,96,7,0,29,2,7.3115,61.24954,5.12949,3613.90991,5096.22998,566.08002,190.78,71.13
FH15,Mid/Back,AM Practice 8-11-50,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,744.62695,9147.07129,414,565.82001,12,54,8,16,116,35,1,96,15,4,47,10,6.8075,58.67852,4.77679,3493.78003,5087.47021,316.51001,172.62,73.54
FH11,Mid,AM Practice 8-11-51,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,847.41425,10559.8125,641,888.89001,24,83,45,22,201,47,7,147,30,1,30,4,6.5535,67.74126,5.43617,3521.27002,6149.6499,571.19,256.32001,61.38
FH12,Midfield,AM Practice 8-11-52,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,1035.70483,9181.25195,716,581.5,13,68,17,10,406,29,2,141,10,0,17,3,6.4445,58.89779,6.64405,3046.59009,5553.10986,399.32001,170.78999,11.39
FH13,Mid/Forward,AM Practice 8-11-53,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,421.93927,4361.20801,108,150.88,2,4,3,9,44,7,6,22,6,1,3,1,6.2245,27.97718,2.70674,1652.64001,2557.68994,107.57,40.05,3.26
FH14,Forward,AM Practice 8-11-54,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,791.82593,9064.77637,460,622.08,27,47,18,28,208,35,0,68,5,1,18,5,6.5195,58.15059,5.07957,2874.05005,5568.70996,364.88,240.44,16.76
FH9,Mid/Forward,AM Practice 8-11-55,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,536.87476,5704.88721,195,500.43001,4,19,6,5,49,14,3,47,7,5,24,12,11.9705,36.59689,3.44405,2134.57007,3069.88989,216.08,96.65,21.24
FH2,Back,AM Practice 8-11-56,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,681.28052,8159.54102,348,411.11999,14,27,10,11,130,66,0,71,1,0,17,1,6.8085,52.3435,4.37042,3605.13989,4143.27979,272.73999,118.81,17.65
FH3,Forward/Mid,AM Practice 8-11-57,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,737.82312,9432.86816,290,527.31999,34,45,15,11,84,14,1,37,13,1,32,3,4294967.5,60.51191,4.73314,4092.6499,4803.9502,355.38,129.92999,42.01
FH4,Mid/Back,AM Practice 8-11-58,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,469.33652,6061.37061,289,151.40001,59,27,5,17,48,23,3,78,3,3,17,6,5.7355,38.88373,3.0108,3053.72998,2856.23999,130.10001,21.3,0
FH5,Mid/Back,AM Practice 8-11-59,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,848.70654,9541.12793,323,757.03998,20,42,11,14,115,23,1,69,11,1,14,2,6.9155,61.20639,5.44446,3934.31006,4849.77979,503.23999,166.53999,81.39
FH6,Forward,AM Practice 8-11-60,Beep Test,2,8/11/2016,7:25:07,10:01:00,Thursday,August,832.26471,8366.07129,429,522.65998,8,56,18,30,88,57,3,120,14,4,27,4,6.8975,53.6684,5.33898,3579.30005,4263.81006,300.95999,175.00999,42.09
FH1,Midfield,PM Practice 8-11-46,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,45.87585,425.51294,76,0,12,11,3,1,11,11,,17,2,0,4,2,3.4355,37.64657,4.05879,287.70999,137.7,0,0,0
FH7,Forward,PM Practice 8-11-47,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,42.19313,399.93939,72,0,1,5,2,5,14,13,,17,1,0,11,3,3.1445,35.38399,3.73297,276.22,123.75,0,0,0
FH8,Forward,PM Practice 8-11-48,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,41.49871,347.92026,51,0,1,9,7,0,17,0,,6,6,0,5,0,3.5655,30.78169,3.67153,255.55,92.55,0,0,0
FH10,Back,PM Practice 8-11-49,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,39.91512,439.42499,70,0.41,0,10,0,1,22,6,,18,1,0,10,1,4.1995,38.87742,3.53143,232.13,206.97,0.41,0,0
FH15,Mid/Back,PM Practice 8-11-50,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,30.77003,329.11884,61,0,0,1,0,0,15,12,,10,2,1,13,6,4.0755,29.11826,2.72233,261.82999,67.34,0,0,0
FH11,Mid,PM Practice 8-11-51,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,39.72048,458.30005,102,0,5,23,6,5,23,3,,27,2,0,5,1,3.8125,40.54736,3.51421,252.59,205.73,0,0,0
FH12,Midfield,PM Practice 8-11-52,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,41.83981,371.10446,58,0,9,10,2,3,10,8,,12,0,0,4,0,3.3505,32.83287,3.70171,287.28,84.02,0,0,0
FH13,Mid/Forward,PM Practice 8-11-53,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,36.40813,346.32904,71,0,3,5,3,0,16,14,,21,5,0,3,1,3.4035,30.6409,3.22115,278.64001,67.69,0,0,0
FH14,Forward,PM Practice 8-11-54,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,35.4809,359.56433,70,2.28,2,12,8,0,17,1,,10,3,1,11,5,4.4075,31.81188,3.13912,234.94,122.4,2.28,0,0
FH9,Mid/Forward,PM Practice 8-11-55,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,36.54424,355.02652,61,0,0,8,1,2,16,4,,9,1,1,8,11,3.8305,31.4104,3.23319,280.95999,74.1,0,0,0
FH2,Back,PM Practice 8-11-56,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,31.23724,405.6637,41,0,0,9,0,0,4,1,,9,4,0,6,6,3.7055,35.89044,2.76366,284.67999,121.01,0,0,0
FH3,Forward/Mid,PM Practice 8-11-57,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,33.69387,387.15408,73,0,0,6,4,7,14,5,,22,2,1,8,4,3.0245,34.25283,2.98101,305.92001,81.28,0,0,0
FH4,Mid/Back,PM Practice 8-11-58,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,27.62275,285.42029,57,8.43,0,11,0,2,9,13,,18,2,1,1,0,5.3615,25.2521,2.44388,173.91,103.14,6.46,1.97,0
FH5,Mid/Back,PM Practice 8-11-59,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,31.62435,346.69339,49,0,0,3,2,0,14,0,,17,1,0,8,3,3.5835,30.67314,2.79791,242.73,104.03,0,0,0
FH6,Forward,PM Practice 8-11-60,Stick work drills,2,8/11/2016,16:16:04,16:27:22,Thursday,August,38.21479,375.55304,62,0,0,8,3,0,15,14,,13,1,1,3,3,3.4065,33.22645,3.38099,274.10001,101.61,0,0,0
FH1,Midfield,PM Practice 8-11-61,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,103.71497,907.83057,73,45.92,5,6,5,1,18,4,,17,10,0,4,1,5.4935,49.95903,5.70756,369.54001,492.51001,28.03,17.89,0
FH7,Forward,PM Practice 8-11-62,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,111.78618,922.78613,77,144.11,2,15,3,2,26,1,,17,3,0,7,0,5.7195,50.78206,6.15173,258.04001,520.60999,100.29,43.82,0
FH8,Forward,PM Practice 8-11-63,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,87.07766,807.70776,67,87.53,3,10,1,1,12,2,,21,8,0,8,0,6.0555,44.44915,4.79199,362.35999,357.95999,42.66,36.54,8.33
FH10,Back,PM Practice 8-11-64,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,92.96992,929.68518,92,151.92,1,10,2,1,38,4,,21,3,1,9,1,5.7835,51.16172,5.11625,264.44,513.39001,114.32,37.6,0
FH15,Mid/Back,PM Practice 8-11-65,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,85.70909,942.01154,82,108.04,3,6,0,0,22,8,,26,6,0,6,3,5.5425,51.84005,4.71668,260.20001,573.69,76.41,31.63,0
FH11,Mid,PM Practice 8-11-66,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,98.80849,1054.53308,113,152.87,3,3,9,6,35,7,,34,3,1,5,2,6.1765,58.03225,5.43755,238.50999,663.15997,119.63,25.7,7.54
FH12,Midfield,PM Practice 8-11-67,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,87.19984,769.22308,79,52.23,7,12,3,1,20,6,,18,2,0,5,2,5.9235,42.33129,4.79871,272.87,444.09,37.18,14,1.05
FH13,Mid/Forward,PM Practice 8-11-68,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,66.00927,573.71344,46,50.38,7,10,3,3,5,0,,7,5,0,2,0,6.0395,31.57216,3.63257,274.23001,249.08,39.91,9,1.47
FH14,Forward,PM Practice 8-11-69,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,65.92482,636.92914,59,53.7,4,11,0,0,14,6,,13,3,0,6,0,6.0625,35.05099,3.62792,136.78999,446.44,26.11,18.19,9.4
FH9,Mid/Forward,PM Practice 8-11-70,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,87.86671,956.39209,87,114.49,4,8,0,3,33,6,,12,4,0,12,3,6.4535,52.63143,4.83541,424.60001,417.22,63.86,35.72,14.91
FH2,Back,PM Practice 8-11-71,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,86.41287,925.17603,103,69.98,0,9,4,0,30,2,,37,4,2,13,1,5.3455,50.91357,4.75541,331.41,523.83002,61.05,8.93,0
FH3,Forward/Mid,PM Practice 8-11-72,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,61.35687,604.73096,68,23.38,3,6,2,4,25,4,,10,1,1,8,3,5.0935,33.27909,3.37654,265.42999,315.94,22.45,0.93,0
FH4,Mid/Back,PM Practice 8-11-73,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,77.62277,920.52625,91,114.53,7,3,1,6,32,7,,16,3,0,10,2,5.3975,50.65769,4.27168,245.25999,560.82001,104.78,9.75,0
FH5,Mid/Back,PM Practice 8-11-74,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,89.57774,880.91302,102,148.13,1,12,0,2,27,7,,28,4,1,15,4,6.2735,48.47773,4.92957,225.83,506.85001,116.3,28.37,3.46
FH6,Forward,PM Practice 8-11-75,2v2 Drill,3,8/11/2016,16:27:27,16:45:37,Thursday,August,79.90234,687.04602,78,79.04,1,8,8,2,22,13,,17,3,0,3,0,5.6075,37.80899,4.39712,205.74001,402.29001,56.46,22.58,0
